0,0501249
0,0501158
0,0501807
0,0500860
0,0501167
0,0501220
0,0501658
0,0501068
0,0501506
0,0501091
0,0500840
0,0500952
0,0501251
0,0501550
0,0500808
0,0501079
0,0500613
0,0500769
0,0500985
0,0500805
0,0501285
0,0501347
0,0501603
0,0500973
0,0501135
0,0500819
0,0500689
0,0500502
0,0500908
0,0500730
0,0500787
0,0500722
0,0500817
0,0500722
0,0501174
0,0500620
0,0500722
0,0500861
0,0500663
0,0500752
0,0500954
0,0500686
0,0500762
0,0500936
0,0500646
0,0500645
0,0500926
0,0501739
0,0501387
0,0501143
0,0500738
0,0500705
0,0500685
0,0501572
0,0500805
0,0500805
0,0501045
0,0500635
0,0500977
0,0501223
0,0500785
0,0500467
0,0500656
0,0500592
0,0500663
0,0501017
0,0500786
0,0500851
0,0500938
0,0501003
0,0500939
0,0500650
0,0500846
0,0500756
0,0500714
0,0501534
0,0500711
0,0501619
0,0501618
0,0500860
0,0501256
0,0500609
0,0500476
0,0500628
0,0500634
0,0500891
0,0500791
0,0500887
0,0500876
0,0500679
0,0500997
0,0501012
0,0501134
0,0500721
0,0500781
0,0500660
0,0500636
0,0500851
0,0501094
0,0500693
0,0500676
0,0501133
0,0500655
0,0500628
0,0500895
0,0501058
0,0501218
0,0500793
0,0500643
0,0500601
0,0500658
0,0507533
0,0500922
0,0500961
0,0500669
0,0500597
0,0500975
0,0500638
0,0500592
0,0500689
0,0500595
0,0500913
0,0500727
0,0501313
0,0500618
0,0500677
0,0500699
0,0500627
0,0500622
0,0500616
0,0500623
0,0500793
0,0500725
0,0500767
0,0500924
0,0501647
0,0501160
0,0501520
0,0501231
0,0500922
0,0500724
0,0500640
0,0501112
0,0500616
0,0500738
0,0500610
0,0500883
0,0501529
0,0500946
0,0500806
0,0500943
0,0500647
0,0501004
0,0500946
0,0501434
0,0501453
0,0500752
0,0500733
0,0500592
0,0500640
0,0500942
0,0500680
0,0500639
0,0501032
0,0500916
0,0500696
0,0500601
0,0500621
0,0500710
0,0500679
0,0500927
0,0500977
0,0500985
0,0501563
0,0501483
0,0500678
0,0500628
0,0500790
0,0500676
0,0500827
0,0500610
0,0500895
0,0500819
0,0500957
0,0500665
0,0500954
0,0500654
0,0500918
0,0501269
0,0500739
0,0501093
0,0500720
0,0500924
0,0500645
0,0500835
0,0500827
0,0500901
0,0500782
0,0501436
0,0501302
0,0500673
0,0500667
0,0500720
0,0500689
0,0500861
0,0500937
0,0500792
0,0501000
0,0500656
0,0500895
0,0500593
0,0500759
0,0500941
0,0501106
0,0501152
0,0500706
0,0500658
0,0500670
0,0500908
0,0501199
0,0500756
0,0500636
0,0500972
0,0500826
0,0500792
0,0500718
0,0500909
0,0500771
0,0500867
0,0501328
0,0501134
0,0500724
0,0501140
0,0501603
0,0501076
0,0501530
0,0501027
0,0501561
0,0500742
0,0500915
0,0501571
0,0500952
0,0501555
0,0501458
0,0509531
0,0501065
0,0500754
0,0501688
0,0500903
0,0501023
0,0501783
0,0500961
0,0501172
0,0500887
0,0501444
0,0501530
0,0501193
0,0500727
0,0501056
0,0500692
0,0500661
0,0500614
0,0500636
0,0500738
0,0500747
0,0500656
0,0500633
0,0500721
0,0500776
0,0501038
0,0500611
0,0501000
0,0501114
0,0500761
0,0500650
0,0501483
0,0500921
0,0501611
0,0501519
0,0501108
0,0502978
0,0500852
0,0500843
0,0500625
0,0500913
0,0500800
0,0500925
0,0501570
0,0501526
0,0500817
0,0500645
0,0500755
0,0500792
0,0500707
0,0500655
0,0500953
0,0500829
0,0500942
0,0501182
0,0501461
0,0501054
0,0500693
0,0500831
0,0501496
0,0500672
0,0501559
0,0501505
0,0501454
0,0500897
0,0500931
0,0501588
0,0501384
0,0501204
0,0501507
0,0501698
0,0501506
0,0500636
0,0501540
0,0501578
0,0501522
0,0501560
0,0501070
0,0501564
0,0501518
0,0500219
0,0501685
0,0500723
0,0500928
0,0500928
0,0501472
0,0501328
0,0501332
0,0500753
0,0501506
0,0500737
0,0501505
0,0501422
0,0501577
0,0500685
0,0501430
0,0501705
0,0501160
0,0500681
0,0501496
0,0500929
0,0500858
0,0501097
0,0500996
0,0501083
0,0500907
0,0500989
0,0501028
0,0500754
0,0500981
0,0501584
0,0501200
0,0501400
0,0501445
0,0501240
0,0501463
0,0501632
0,0501440
0,0500928
0,0501615
0,0500851
0,0500736
0,0501175
0,0501432
0,0501088
0,0501358
0,0501634
0,0500979
0,0501066
0,0501552
0,0501399
0,0501615
0,0500948
0,0501641
0,0501592
0,0501506
0,0501345
0,0501454
0,0501560
0,0501455
0,0502957
0,0500781
0,0500668
0,0501452
0,0500691
0,0501893
0,0500901
0,0500980
0,0500742
0,0500834
0,0501490
0,0501266
0,0501453
0,0501558
0,0501382
0,0501208
0,0501238
