 0.000000, 0.000000, 0.000000, 0.300000, 0.000000
 0.000000, 0.000000, 0.000000, 0.300000, 0.000000
 0.000000, 0.000000, 0.000000, 0.300000, 0.000000
 -0.000000, -0.000000, -0.000000, 0.300000, 0.000000
 0.000000, 0.000000, 0.000000, 0.300000, 0.000000
 0.000000, 0.000000, 0.000000, 0.300000, 0.000000
 0.000000, 0.000000, 0.000000, 0.300000, 0.000000
 0.110393, 0.110393, 0.110393, 0.409284, 0.136167
 0.012428, 0.012428, 0.012428, 0.312414, 0.015317
 0.013982, 0.013982, 0.013982, 0.313964, 0.017231
 0.119249, 0.119249, 0.119249, 0.417933, 0.147315
 0.148160, 0.148160, 0.148160, 0.446127, 0.183028
 -0.101881, -0.101881, -0.101881, 0.196889, -0.129019
 -0.110344, -0.110344, -0.110344, 0.188212, -0.139737
 1.009539, 1.009539, 1.009539, 1.200021, 1.241307
 -1.116399, -1.116399, -1.116399, -0.981080, -1.384147
 -0.127869, -0.127869, -0.127869, 0.169371, -0.168471
 -0.135806, -0.135806, -0.135806, 0.161078, -0.178929
 1.243207, 1.243207, 1.243207, 1.323926, 1.532144
 0.754301, 0.754301, 0.754301, 0.941472, 0.519851
 0.296013, 0.296013, 0.296013, 0.494617, 0.520860
 0.306821, 0.306821, 0.306821, 0.495724, 0.539878
 -0.285284, -0.285284, -0.285284, -0.135598, -0.545273
 0.404720, 0.404720, 0.404720, 0.275676, 0.675547
 0.348548, 0.348548, 0.348548, 0.105188, 0.173117
 0.296018, 0.296018, 0.296018, 0.035630, 0.147027
 -0.708019, -0.708019, -0.708019, -0.448523, -0.557480
 0.852279, 0.852279, 0.852279, 1.130033, 0.965648
 2.113101, 2.113101, 2.113101, 2.202656, 2.399422
 2.140848, 2.140848, 2.140848, 2.217354, 2.430929
 -1.486428, -1.486428, -1.486428, -1.309288, -1.244310
 1.380830, 1.380830, 1.380830, 1.574965, 1.152113
 -0.126462, -0.126462, -0.126462, -0.021099, -0.407351
 -0.128167, -0.128167, -0.128167, -0.033516, -0.412844
 0.299015, 0.299015, 0.299015, 0.570933, 0.172284
 -0.260814, -0.260814, -0.260814, 0.021152, -0.363261
 -0.108069, -0.108069, -0.108069, -0.399026, -0.181172
 -0.148007, -0.148007, -0.148007, -0.430807, -0.248127
 1.609795, 1.609795, 1.609795, 1.442931, 1.360483
 0.046377, 0.046377, 0.046377, 0.344478, 0.080071
 -0.117469, -0.117469, -0.117469, -0.415352, -0.153045
 -0.197165, -0.197165, -0.197165, -0.491162, -0.256876
 0.101673, 0.101673, 0.101673, -0.196940, 0.072850
 -1.646365, -1.646365, -1.646365, -1.535655, -1.367540
 -2.212775, -2.212775, -2.212775, -1.991340, -2.415177
 -2.569441, -2.569441, -2.569441, -2.382994, -2.804468
 -0.453658, -0.453658, -0.453658, -0.698777, -0.280693
 -0.500919, -0.500919, -0.500919, -0.670752, -0.253620
 0.197726, 0.197726, 0.197726, 0.189267, 0.497607
 0.193850, 0.193850, 0.193850, 0.253535, 0.487853
 0.412338, 0.412338, 0.412338, 0.150925, 0.559523
 -0.225663, -0.225663, -0.225663, -0.079285, 0.036202
 -1.560920, -1.560920, -1.560920, -1.607136, -1.857339
 -1.551987, -1.551987, -1.551987, -1.608011, -1.846710
 3.286269, 3.286269, 3.286269, 3.177238, 3.006784
 -2.752983, -2.752983, -2.752983, -2.544531, -2.537233
 -1.231927, -1.231927, -1.231927, -1.501421, -1.100120
 -1.109711, -1.109711, -1.109711, -1.385216, -0.990980
 -0.551082, -0.551082, -0.551082, -0.282805, -0.416817
 0.717116, 0.717116, 0.717116, 0.991055, 0.839418
 0.034528, 0.034528, 0.034528, -0.145006, -0.205821
 0.036197, 0.036197, 0.036197, -0.126629, -0.215771
 -0.168697, -0.168697, -0.168697, -0.427645, -0.017219
 0.122125, 0.122125, 0.122125, 0.283062, 0.375304
 1.109574, 1.109574, 1.109574, 1.118004, 1.409456
 1.110004, 1.110004, 1.110004, 1.111203, 1.410001
 0.006713, 0.006713, 0.006713, -0.285020, 0.076656
 -0.442732, -0.442732, -0.442732, -0.579123, -0.175529
 0.073467, 0.073467, 0.073467, -0.225464, 0.098772
 0.193717, 0.193717, 0.193717, -0.098768, 0.260442
 -0.335142, -0.335142, -0.335142, -0.394496, -0.041072
 0.711233, 0.711233, 0.711233, 0.944654, 0.899685
 -0.004903, -0.004903, -0.004903, 0.252580, -0.158859
 -0.004233, -0.004233, -0.004233, 0.264700, -0.137180
 0.450260, 0.450260, 0.450260, 0.632779, 0.212170
 -0.787644, -0.787644, -0.787644, -1.014617, -0.591473
 0.041511, 0.041511, 0.041511, 0.341299, 0.052787
 -0.049222, -0.049222, -0.049222, 0.250480, -0.062593
 0.055597, 0.055597, 0.055597, 0.252569, -0.170682
 -0.730165, -0.730165, -0.730165, -0.981857, -0.566913
 -0.110571, -0.110571, -0.110571, 0.107735, -0.316344
 -0.135728, -0.135728, -0.135728, 0.026130, -0.388319
 1.028017, 1.028017, 1.028017, 1.166313, 0.761795
 -1.675148, -1.675148, -1.675148, -1.744435, -1.383259
 -2.275482, -2.275482, -2.275482, -2.391184, -2.552273
 -1.972659, -1.972659, -1.972659, -2.152719, -2.212614
 -4.387343, -4.387343, -4.387343, -4.274394, -4.109418
 -0.955160, -0.955160, -0.955160, -1.252256, -0.996803
 2.444393, 2.444393, 2.444393, 2.706078, 2.297693
 4.250426, 4.250426, 4.250426, 4.408318, 3.995337
 -0.656544, -0.656544, -0.656544, -0.470891, -0.420889
 -0.513994, -0.513994, -0.513994, -0.215786, -0.481252
 -0.007384, -0.007384, -0.007384, 0.292524, -0.014811
 0.053347, 0.053347, 0.053347, 0.348508, 0.107013
 -0.202278, -0.202278, -0.202278, -0.306957, 0.078867
 -0.818976, -0.818976, -0.818976, -0.563905, -0.976895
 0.124070, 0.124070, 0.124070, 0.419897, 0.074208
 0.028225, 0.028225, 0.028225, 0.328011, 0.016882
