0.000000,-0.42,0.00,0.77,0.00,0.00,1.00,1.00,0.63,-0.42,0.77,0.63,
0.100000,-0.34,0.00,0.81,0.00,0.00,1.00,1.00,0.63,-0.34,0.81,0.63,
0.200000,-0.26,0.00,0.84,0.00,0.00,1.00,1.00,0.63,-0.26,0.84,0.63,
0.300000,-0.17,0.00,0.86,0.00,0.00,1.00,1.00,0.63,-0.17,0.86,0.63,
0.400000,-0.09,0.00,0.87,0.00,0.00,1.00,1.00,0.63,-0.09,0.87,0.63,
0.500000,0.00,0.00,0.88,0.00,0.00,1.00,1.00,0.63,0.00,0.88,0.63,
0.600000,0.09,0.00,0.87,0.00,0.00,1.00,1.00,0.63,0.09,0.87,0.63,
0.700000,0.17,0.00,0.86,0.00,0.00,1.00,1.00,0.63,0.17,0.86,0.63,
0.800000,0.26,0.00,0.84,0.00,0.00,1.00,1.00,0.63,0.26,0.84,0.63,
0.900000,0.34,0.00,0.81,0.00,0.00,1.00,1.00,0.63,0.34,0.81,0.63,
1.000000,0.42,0.00,0.77,0.00,0.00,1.00,1.00,0.63,0.42,0.77,0.63,
1.100000,0.50,0.00,0.72,0.00,0.00,1.00,1.00,0.63,0.50,0.72,0.63,
1.200000,0.57,0.00,0.67,0.00,0.00,1.00,1.00,0.63,0.57,0.67,0.63,
1.300000,0.63,0.00,0.61,0.00,0.00,1.00,1.00,0.63,0.63,0.61,0.63,
1.400000,0.69,0.00,0.55,0.00,0.00,1.00,1.00,0.63,0.69,0.55,0.63,
1.500000,0.74,0.00,0.47,0.00,0.00,1.00,1.00,0.63,0.74,0.47,0.63,
1.600000,0.78,0.00,0.40,0.00,0.00,1.00,1.00,0.63,0.78,0.40,0.63,
1.700000,0.82,0.00,0.32,0.00,0.00,1.00,1.00,0.63,0.82,0.32,0.63,
1.800000,0.85,0.00,0.23,0.00,0.00,1.00,1.00,0.63,0.85,0.23,0.63,
1.900000,0.86,0.00,0.15,0.00,0.00,1.00,1.00,0.63,0.86,0.15,0.63,
2.000000,0.88,0.00,0.06,0.00,0.00,1.00,1.00,0.63,0.88,0.06,0.63,
2.100000,0.88,0.00,-0.03,0.00,0.00,1.00,1.00,0.63,0.88,-0.03,0.63,
2.200000,0.87,0.00,-0.11,0.00,0.00,1.00,1.00,0.63,0.87,-0.11,0.63,
2.300000,0.85,0.00,-0.20,0.00,0.00,1.00,1.00,0.63,0.85,-0.20,0.63,
2.400000,0.83,0.00,-0.28,0.00,0.00,1.00,1.00,0.63,0.83,-0.28,0.63,
2.500000,0.80,0.00,-0.37,0.00,0.00,1.00,1.00,0.63,0.80,-0.37,0.63,
2.600000,0.76,0.00,-0.44,0.00,0.00,1.00,1.00,0.63,0.76,-0.44,0.63,
2.700000,0.71,0.00,-0.52,0.00,0.00,1.00,1.00,0.63,0.71,-0.52,0.63,
2.800000,0.65,0.00,-0.58,0.00,0.00,1.00,1.00,0.63,0.65,-0.58,0.63,
2.900000,0.59,0.00,-0.65,0.00,0.00,1.00,1.00,0.63,0.59,-0.65,0.63,
3.000000,0.53,0.00,-0.70,0.00,0.00,1.00,1.00,0.63,0.53,-0.70,0.63,
3.100000,0.45,0.00,-0.75,0.00,0.00,1.00,1.00,0.63,0.45,-0.75,0.63,
3.200000,0.38,0.00,-0.79,0.00,0.00,1.00,1.00,0.63,0.38,-0.79,0.63,
3.300000,0.29,0.00,-0.83,0.00,0.00,1.00,1.00,0.63,0.29,-0.83,0.63,
3.400000,0.21,0.00,-0.85,0.00,0.00,1.00,1.00,0.63,0.21,-0.85,0.63,
3.500000,0.12,0.00,-0.87,0.00,0.00,1.00,1.00,0.63,0.12,-0.87,0.63,
3.600000,0.04,0.00,-0.88,0.00,0.00,1.00,1.00,0.63,0.04,-0.88,0.63,
3.700000,-0.05,0.00,-0.88,0.00,0.00,1.00,1.00,0.63,-0.05,-0.88,0.63,
3.800000,-0.14,0.00,-0.87,0.00,0.00,1.00,1.00,0.63,-0.14,-0.87,0.63,
3.900000,-0.22,0.00,-0.85,0.00,0.00,1.00,1.00,0.63,-0.22,-0.85,0.63,
4.000000,-0.31,0.00,-0.82,0.00,0.00,1.00,1.00,0.63,-0.31,-0.82,0.63,
4.100000,-0.39,0.00,-0.79,0.00,0.00,1.00,1.00,0.63,-0.39,-0.79,0.63,
4.200000,-0.46,0.00,-0.74,0.00,0.00,1.00,1.00,0.63,-0.46,-0.74,0.63,
4.300000,-0.54,0.00,-0.69,0.00,0.00,1.00,1.00,0.63,-0.54,-0.69,0.63,
4.400000,-0.60,0.00,-0.64,0.00,0.00,1.00,1.00,0.63,-0.60,-0.64,0.63,
4.500000,-0.66,0.00,-0.57,0.00,0.00,1.00,1.00,0.63,-0.66,-0.57,0.63,
4.600000,-0.72,0.00,-0.50,0.00,0.00,1.00,1.00,0.63,-0.72,-0.50,0.63,
4.700000,-0.76,0.00,-0.43,0.00,0.00,1.00,1.00,0.63,-0.76,-0.43,0.63,
4.800000,-0.80,0.00,-0.35,0.00,0.00,1.00,1.00,0.63,-0.80,-0.35,0.63,
4.900000,-0.84,0.00,-0.27,0.00,0.00,1.00,1.00,0.63,-0.84,-0.27,0.63,
5.000000,-0.86,0.00,-0.18,0.00,0.00,1.00,1.00,0.63,-0.86,-0.18,0.63,
5.100000,-0.87,0.00,-0.10,0.00,0.00,1.00,1.00,0.63,-0.87,-0.10,0.63,
5.200000,-0.88,0.00,-0.01,0.00,0.00,1.00,1.00,0.63,-0.88,-0.01,0.63,
5.300000,-0.87,0.00,0.08,0.00,0.00,1.00,1.00,0.63,-0.87,0.08,0.63,
5.400000,-0.86,0.00,0.16,0.00,0.00,1.00,1.00,0.63,-0.86,0.16,0.63,
5.500000,-0.84,0.00,0.25,0.00,0.00,1.00,1.00,0.63,-0.84,0.25,0.63,
5.600000,-0.81,0.00,0.33,0.00,0.00,1.00,1.00,0.63,-0.81,0.33,0.63,
5.700000,-0.78,0.00,0.41,0.00,0.00,1.00,1.00,0.63,-0.78,0.41,0.63,
5.800000,-0.73,0.00,0.49,0.00,0.00,1.00,1.00,0.63,-0.73,0.49,0.63,
5.900000,-0.68,0.00,0.56,0.00,0.00,1.00,1.00,0.63,-0.68,0.56,0.63,
6.000000,-0.62,0.00,0.62,0.00,0.00,1.00,1.00,0.63,-0.62,0.62,0.63,
6.100000,-0.55,0.00,0.68,0.00,0.00,1.00,1.00,0.63,-0.55,0.68,0.63,
6.200000,-0.48,0.00,0.73,0.00,0.00,1.00,1.00,0.63,-0.48,0.73,0.63,
6.300000,-0.41,0.00,0.78,0.00,0.00,1.00,1.00,0.63,-0.41,0.78,0.63,
6.400000,-0.33,0.00,0.81,0.00,0.00,1.00,1.00,0.63,-0.33,0.81,0.63,
6.500000,-0.25,0.00,0.84,0.00,0.00,1.00,1.00,0.63,-0.25,0.84,0.63,
6.600000,-0.16,0.00,0.86,0.00,0.00,1.00,1.00,0.63,-0.16,0.86,0.63,
6.700000,-0.07,0.00,0.87,0.00,0.00,1.00,1.00,0.63,-0.07,0.87,0.63,
6.800000,0.01,0.00,0.88,0.00,0.00,1.00,1.00,0.63,0.01,0.88,0.63,
6.900000,0.10,0.00,0.87,0.00,0.00,1.00,1.00,0.63,0.10,0.87,0.63,
7.000000,0.19,0.00,0.86,0.00,0.00,1.00,1.00,0.63,0.19,0.86,0.63,
7.100000,0.27,0.00,0.83,0.00,0.00,1.00,1.00,0.63,0.27,0.83,0.63,
7.200000,0.36,0.00,0.80,0.00,0.00,1.00,1.00,0.63,0.36,0.80,0.63,
7.300000,0.43,0.00,0.76,0.00,0.00,1.00,1.00,0.63,0.43,0.76,0.63,
7.400000,0.51,0.00,0.72,0.00,0.00,1.00,1.00,0.63,0.51,0.72,0.63,
7.500000,0.58,0.00,0.66,0.00,0.00,1.00,1.00,0.63,0.58,0.66,0.63,
7.600000,0.64,0.00,0.60,0.00,0.00,1.00,1.00,0.63,0.64,0.60,0.63,
7.700000,0.70,0.00,0.53,0.00,0.00,1.00,1.00,0.63,0.70,0.53,0.63,
7.800000,0.75,0.00,0.46,0.00,0.00,1.00,1.00,0.63,0.75,0.46,0.63,
7.900000,0.79,0.00,0.38,0.00,0.00,1.00,1.00,0.63,0.79,0.38,0.63,
8.000000,0.82,0.00,0.30,0.00,0.00,1.00,1.00,0.63,0.82,0.30,0.63,
8.100000,0.85,0.00,0.22,0.00,0.00,1.00,1.00,0.63,0.85,0.22,0.63,
8.200000,0.87,0.00,0.13,0.00,0.00,1.00,1.00,0.63,0.87,0.13,0.63,
8.300000,0.88,0.00,0.05,0.00,0.00,1.00,1.00,0.63,0.88,0.05,0.63,
8.400000,0.88,0.00,-0.04,0.00,0.00,1.00,1.00,0.63,0.88,-0.04,0.63,
8.500000,0.87,0.00,-0.13,0.00,0.00,1.00,1.00,0.63,0.87,-0.13,0.63,
8.600000,0.85,0.00,-0.21,0.00,0.00,1.00,1.00,0.63,0.85,-0.21,0.63,
8.700000,0.83,0.00,-0.30,0.00,0.00,1.00,1.00,0.63,0.83,-0.30,0.63,
8.800000,0.79,0.00,-0.38,0.00,0.00,1.00,1.00,0.63,0.79,-0.38,0.63,
8.900000,0.75,0.00,-0.46,0.00,0.00,1.00,1.00,0.63,0.75,-0.46,0.63,
9.000000,0.70,0.00,-0.53,0.00,0.00,1.00,1.00,0.63,0.70,-0.53,0.63,
9.100000,0.64,0.00,-0.60,0.00,0.00,1.00,1.00,0.63,0.64,-0.60,0.63,
9.200000,0.58,0.00,-0.66,0.00,0.00,1.00,1.00,0.63,0.58,-0.66,0.63,
9.300000,0.51,0.00,-0.71,0.00,0.00,1.00,1.00,0.63,0.51,-0.71,0.63,
9.400000,0.44,0.00,-0.76,0.00,0.00,1.00,1.00,0.63,0.44,-0.76,0.63,
9.500000,0.36,0.00,-0.80,0.00,0.00,1.00,1.00,0.63,0.36,-0.80,0.63,
9.600000,0.28,0.00,-0.83,0.00,0.00,1.00,1.00,0.63,0.28,-0.83,0.63,
9.700000,0.20,0.00,-0.86,0.00,0.00,1.00,1.00,0.63,0.20,-0.86,0.63,
9.800000,0.11,0.00,-0.87,0.00,0.00,1.00,1.00,0.63,0.11,-0.87,0.63,
9.900000,0.02,0.00,-0.88,0.00,0.00,1.00,1.00,0.63,0.02,-0.88,0.63,
10.000000,-0.07,0.00,-0.88,0.00,0.00,1.00,1.00,0.63,-0.07,-0.88,0.63,
10.100000,-0.15,0.00,-0.86,0.00,0.00,1.00,1.00,-0.63,-0.15,-0.86,-0.63,
10.200000,-0.24,0.00,-0.84,0.00,0.00,1.00,1.00,-0.63,-0.24,-0.84,-0.63,
10.300000,-0.32,0.00,-0.82,0.00,0.00,1.00,1.00,-0.63,-0.32,-0.82,-0.63,
10.400000,-0.40,0.00,-0.78,0.00,0.00,1.00,1.00,-0.63,-0.40,-0.78,-0.63,
10.500000,-0.48,0.00,-0.74,0.00,0.00,1.00,1.00,-0.63,-0.48,-0.74,-0.63,
10.600000,-0.55,0.00,-0.69,0.00,0.00,1.00,1.00,-0.63,-0.55,-0.69,-0.63,
10.700000,-0.61,0.00,-0.63,0.00,0.00,1.00,1.00,-0.63,-0.61,-0.63,-0.63,
10.800000,-0.67,0.00,-0.56,0.00,0.00,1.00,1.00,-0.63,-0.67,-0.56,-0.63,
10.900000,-0.73,0.00,-0.49,0.00,0.00,1.00,1.00,-0.63,-0.73,-0.49,-0.63,
11.000000,-0.77,0.00,-0.42,0.00,0.00,1.00,1.00,-0.63,-0.77,-0.42,-0.63,
11.100000,-0.81,0.00,-0.34,0.00,0.00,1.00,1.00,-0.63,-0.81,-0.34,-0.63,
11.200000,-0.84,0.00,-0.26,0.00,0.00,1.00,1.00,-0.63,-0.84,-0.26,-0.63,
11.300000,-0.86,0.00,-0.17,0.00,0.00,1.00,1.00,-0.63,-0.86,-0.17,-0.63,
11.400000,-0.87,0.00,-0.08,0.00,0.00,1.00,1.00,-0.63,-0.87,-0.08,-0.63,
11.500000,-0.88,0.00,0.00,0.00,0.00,1.00,1.00,-0.63,-0.88,0.00,-0.63,
11.600000,-0.87,0.00,0.09,0.00,0.00,1.00,1.00,-0.63,-0.87,0.09,-0.63,
11.700000,-0.86,0.00,0.18,0.00,0.00,1.00,1.00,-0.63,-0.86,0.18,-0.63,
11.800000,-0.84,0.00,0.26,0.00,0.00,1.00,1.00,-0.63,-0.84,0.26,-0.63,
11.900000,-0.81,0.00,0.35,0.00,0.00,1.00,1.00,-0.63,-0.81,0.35,-0.63,
12.000000,-0.77,0.00,0.42,0.00,0.00,1.00,1.00,-0.63,-0.77,0.42,-0.63,
12.100000,-0.72,0.00,0.50,0.00,0.00,1.00,1.00,-0.63,-0.72,0.50,-0.63,
12.200000,-0.67,0.00,0.57,0.00,0.00,1.00,1.00,-0.63,-0.67,0.57,-0.63,
12.300000,-0.61,0.00,0.63,0.00,0.00,1.00,1.00,-0.63,-0.61,0.63,-0.63,
12.400000,-0.54,0.00,0.69,0.00,0.00,1.00,1.00,-0.63,-0.54,0.69,-0.63,
12.500000,-0.47,0.00,0.74,0.00,0.00,1.00,1.00,-0.63,-0.47,0.74,-0.63,
12.600000,-0.39,0.00,0.78,0.00,0.00,1.00,1.00,-0.63,-0.39,0.78,-0.63,
12.700000,-0.31,0.00,0.82,0.00,0.00,1.00,1.00,-0.63,-0.31,0.82,-0.63,
12.800000,-0.23,0.00,0.85,0.00,0.00,1.00,1.00,-0.63,-0.23,0.85,-0.63,
12.900000,-0.15,0.00,0.87,0.00,0.00,1.00,1.00,-0.63,-0.15,0.87,-0.63,
13.000000,-0.06,0.00,0.88,0.00,0.00,1.00,1.00,-0.63,-0.06,0.88,-0.63,
13.100000,0.03,0.00,0.88,0.00,0.00,1.00,1.00,-0.63,0.03,0.88,-0.63,
13.200000,0.12,0.00,0.87,0.00,0.00,1.00,1.00,-0.63,0.12,0.87,-0.63,
13.300000,0.20,0.00,0.85,0.00,0.00,1.00,1.00,-0.63,0.20,0.85,-0.63,
13.400000,0.29,0.00,0.83,0.00,0.00,1.00,1.00,-0.63,0.29,0.83,-0.63,
13.500000,0.37,0.00,0.80,0.00,0.00,1.00,1.00,-0.63,0.37,0.80,-0.63,
13.600000,0.45,0.00,0.76,0.00,0.00,1.00,1.00,-0.63,0.45,0.76,-0.63,
13.700000,0.52,0.00,0.71,0.00,0.00,1.00,1.00,-0.63,0.52,0.71,-0.63,
13.800000,0.59,0.00,0.65,0.00,0.00,1.00,1.00,-0.63,0.59,0.65,-0.63,
13.900000,0.65,0.00,0.59,0.00,0.00,1.00,1.00,-0.63,0.65,0.59,-0.63,
14.000000,0.71,0.00,0.52,0.00,0.00,1.00,1.00,-0.63,0.71,0.52,-0.63,
14.100000,0.75,0.00,0.45,0.00,0.00,1.00,1.00,-0.63,0.75,0.45,-0.63,
14.200000,0.80,0.00,0.37,0.00,0.00,1.00,1.00,-0.63,0.80,0.37,-0.63,
14.300000,0.83,0.00,0.29,0.00,0.00,1.00,1.00,-0.63,0.83,0.29,-0.63,
14.400000,0.85,0.00,0.21,0.00,0.00,1.00,1.00,-0.63,0.85,0.21,-0.63,
14.500000,0.87,0.00,0.12,0.00,0.00,1.00,1.00,-0.63,0.87,0.12,-0.63,
14.600000,0.88,0.00,0.03,0.00,0.00,1.00,1.00,-0.63,0.88,0.03,-0.63,
